Transaction_ID,Date,Transaction_Type,Category,Item_Description,Amount_Raw,Tax_Amount,Total_Amount,Payment_Method,Payment_Status,Vendor_Supplier,Priority_Level
1376,2025-03-30,Income,Sales,Service revenue,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Online Sale,Low
1377,2025-03-31,Income,Services,Cleaning service charge,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Retail Client,Low
1379,2025-10-13,Expense,Rent,Office rent payment,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Shell,High
1380,2025-08-03,Expense,Electricity Bill,K-Electric Bill,24499.34,4409.8812,28909.2212,EasyPaisa,Pending,Metro Karachi,Low
1381,2025-03-16,Income,Services,Cleaning service charge,15726.18,2830.7124,18556.8924,Check,Paid,Consulting Fee,Low
1382,2025-06-22,Expense,Maintenance,Furniture repair,13582.12,2444.7816000000003,16026.9016,Check,Pending,Ali Traders,Low
1383,2025-02-15,Income,Sales,Product sale,21737.21,3912.6978,25649.9078,EasyPaisa,Paid,Retail Client,Low
1384,2025-02-03,Expense,Marketing,Facebook ads,33531.21,6035.6178,39566.8278,EasyPaisa,Paid,Imtiaz Mall,Low
1385,2025-01-16,Income,Interest,Profit on savings,47577.56,8563.960799999999,56141.5208,Check,Paid,Online Sale,Low
1386,2025-09-16,Expense,Rent,Office rent payment,79975.13,14395.5234,94370.6534,Check,Paid,Zong,High
1387,2025-01-26,Income,Sales,Product sale,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,Consulting Fee,Low
1388,2025-02-20,Expense,Maintenance,Furniture repair,31805.63,5725.0134,37530.6434,EasyPaisa,Paid,Foodpanda,Low
1389,2025-01-12,Expense,Salaries,Monthly payroll,105498.07,18989.6526,124487.7226,Check,Pending,K-Electric,Low
1390,2025-12-13,Expense,Electricity Bill,KE invoice,15010.03,2701.8054,17711.8354,EasyPaisa,Paid,JazzCash,Low
1391,2025-03-11,Income,Interest,Bank interest,6516.31,1172.9358,7689.245800000001,Check,Paid,Consulting Fee,Low
1392,2025-12-08,Expense,Rent,Warehouse rent,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Pending,Careem,High
1393,2025-07-28,Expense,Refunds,Furniture repair,24536.79,4416.6222,28953.4122,EasyPaisa,Paid,Imtiaz Mall,Low
1394,2025-09-25,Expense,Maintenance,Furniture repair,35438.0,6378.84,41816.84,Bank Transfer,Paid,Zong,Low
1395,2025-09-15,Income,Services,Web development fee,5803.28,1044.5903999999998,6847.8704,Cash,Paid,Customer Payment,Low
1396,2025-07-08,Income,Interest,Profit on savings,5126.88,922.8384,6049.7184,EasyPaisa,Paid,Customer Payment,Low
1397,2025-03-21,Expense,Marketing,Billboard rent,16533.05,2975.949,19508.999,EasyPaisa,Paid,Imtiaz Mall,Low
1398,2025-07-05,Expense,Salaries,Monthly payroll,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,SSGC,Low
1399,2025-02-03,Expense,Rent,Shop rent March,71345.5,12842.19,84187.69,Check,Paid,Careem,High
1400,2025-11-25,Income,Interest,Bank interest,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Customer Payment,Low
1401,2025-06-04,Expense,Transport,Petrol for delivery,3603.11,648.5598,4251.6698,Cash,Paid,SSGC,Low
1402,2025-08-17,Expense,Transport,Petrol for delivery,1946.37,350.3466,2296.7166,EasyPaisa,Pending,Imtiaz Mall,Low
1403,2025-09-01,Expense,Transport,Fuel charges,4050.43,729.0773999999999,4779.5074,Check,Paid,Salaried Staff,Low
1404,2025-01-16,Expense,Marketing,Facebook ads,38025.66,6844.6188,44870.2788,Check,Pending,Shell,Low
1405,2025-06-17,Expense,Refunds,Raw materials,108635.49,19554.3882,128189.8782,Check,Paid,Daraz,Low
1406,2025-08-26,Expense,Transport,Fuel charges,7108.68,1279.5624,8388.242400000001,Cash,Paid,Salaried Staff,Low
1408,2025-08-05,Income,Sales,Product sale,27388.17,4929.870599999999,32318.0406,Check,Paid,Retail Client,Low
1409,2025-02-23,Expense,Marketing,Facebook ads,33226.51,5980.7718,39207.2818,Check,Pending,Shell,Low
1410,2025-01-08,Income,Refunds,Return payment,41526.85,7474.833,49001.683,Cash,Pending,Customer Payment,Low
1411,2025-04-21,Income,Interest,Profit on savings,2447.21,440.4978,2887.7078,Cash,Pending,Customer Payment,Low
1412,2025-08-23,Income,Refunds,Return payment,42714.17,7688.5506,50402.7206,Bank Transfer,Paid,Consulting Fee,Low
1413,2025-05-04,Income,Services,Cleaning service charge,16592.27,2986.6086,19578.8786,EasyPaisa,Paid,Retail Client,Low
1414,2025-04-26,Income,Interest,Profit on savings,43128.36,7763.1048,50891.4648,Check,Paid,Customer Payment,Low
1415,2025-10-16,Expense,Rent,Shop rent March,52628.12,9473.0616,62101.1816,Check,Pending,Shell,High
1416,2025-04-16,Expense,Electricity Bill,K-Electric Bill,5011.41,902.0538,5913.4638,EasyPaisa,Paid,Daraz,Low
1417,2025-07-06,Expense,Maintenance,AC repair,1501.25,270.225,1771.475,Bank Transfer,Paid,K-Electric,Low
1418,2025-07-10,Expense,Maintenance,AC repair,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Pending,Zong,Low
1419,2025-05-07,Income,Services,Web development fee,3828.16,689.0687999999999,4517.2288,EasyPaisa,Paid,Retail Client,Low
1420,2025-04-26,Expense,Electricity Bill,Power bill,5667.8,1020.204,6688.004,EasyPaisa,Paid,Zong,Low
1421,2025-05-06,Income,Services,Web development fee,8578.96,1544.2127999999998,10123.172799999998,Cash,Paid,Customer Payment,Low
1422,2025-11-27,Income,Sales,Service revenue,4978.06,896.0508000000001,5874.1108,Check,Paid,Customer Payment,Low
1423,2025-11-10,Income,Sales,Product sale,25072.44,4513.039199999999,29585.4792,Check,Paid,Consulting Fee,Low
1424,2025-01-08,Expense,Salaries,Part-time wages,140629.89,25313.380200000003,165943.27020000003,Cash,Paid,Zong,Low
1425,2025-12-26,Income,Sales,Service revenue,7981.67,1436.7006,9418.3706,EasyPaisa,Paid,Consulting Fee,Low
1426,2025-01-14,Expense,Refunds,Warehouse rent,56652.31,10197.4158,66849.7258,EasyPaisa,Paid,Shell,Low
1427,2025-07-01,Income,Refunds,Customer refund,13909.84,2503.7712,16413.6112,Cash,Paid,Online Sale,Low
1428,2025-01-26,Expense,Refunds,Wholesale purchase,20965.08,3773.7144,24738.7944,Check,Pending,Foodpanda,Low
1429,2025-10-22,Income,Services,Web development fee,49315.78,8876.8404,58192.6204,EasyPaisa,Paid,Customer Payment,Low
1430,2025-08-28,Expense,Stock Purchase,Raw materials,63360.66,11404.9188,74765.5788,Bank Transfer,Paid,Careem,Low
1431,2025-06-14,Expense,Transport,Fuel charges,4033.89,726.1002,4759.9902,EasyPaisa,Paid,Careem,Low
1432,2025-03-23,Income,Services,Web development fee,26897.54,4841.5572,31739.0972,Bank Transfer,Paid,Consulting Fee,Low
1433,2025-10-10,Expense,Salaries,Staff salaries Feb,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Pending,Shell,Low
1434,2025-03-31,Income,Sales,Service revenue,13482.67,2426.8806,15909.5506,Cash,Pending,Retail Client,Low
1436,2025-07-09,Income,Services,Web development fee,23452.18,4221.3924,27673.5724,Check,Paid,Online Sale,Low
1437,2025-01-11,Income,Refunds,Profit on savings,43580.27,7844.448599999999,51424.71859999999,EasyPaisa,Pending,Online Sale,Low
1438,2025-03-30,Income,Refunds,Customer refund,6175.98,1111.6763999999998,7287.6564,EasyPaisa,Paid,Retail Client,Low
1439,2025-04-13,Income,Interest,Profit on savings,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Online Sale,Low
1440,2025-09-25,Expense,Stock Purchase,Wholesale purchase,22570.47,4062.6846,26633.1546,Bank Transfer,Paid,Foodpanda,Low
1441,2025-03-28,Expense,Marketing,Billboard rent,32002.35,5760.423,37762.773,Bank Transfer,Paid,Foodpanda,Low
1442,2025-04-11,Expense,Marketing,Billboard rent,39910.16,7183.8288,47093.98880000001,EasyPaisa,Paid,SSGC,Low
1443,2025-08-03,Income,Refunds,Return payment,43782.65,7880.877,51663.527,Check,Paid,Retail Client,Low
1444,2025-05-23,Income,Refunds,Customer refund,11408.54,2053.5372,13462.077200000002,Check,Paid,Retail Client,Low
1445,2025-07-30,Income,Refunds,Return payment,45373.2,8167.175999999999,53540.376,Check,Paid,Online Sale,Low
1446,2025-08-20,Expense,Stock Purchase,Inventory restock,37078.57,6674.1426,43752.7126,Check,Pending,Imtiaz Mall,Low
1447,2025-02-04,Expense,Transport,Vehicle maintenance,6218.74,1119.3732,7338.1132,Cash,Pending,Zong,Low
1448,2025-12-23,Income,Sales,Consulting income,2529.98,455.3964,2985.3764,Cash,Paid,Consulting Fee,Low
1449,2025-08-08,Income,Refunds,Customer refund,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Online Sale,Low
1450,2025-04-19,Income,Interest,Bank interest,38669.32,6960.477599999999,45629.7976,EasyPaisa,Pending,Consulting Fee,Low
1451,2025-01-24,Expense,Stock Purchase,Wholesale purchase,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Salaried Staff,Low
1452,2025-11-23,Expense,Maintenance,Furniture repair,7810.95,1405.971,9216.921,Cash,Paid,Foodpanda,Low
1453,2025-12-25,Income,Interest,Bank interest,48126.79,8662.8222,56789.6122,Check,Paid,Customer Payment,Low
1454,2025-09-18,Income,Services,Cleaning service charge,46141.72,8305.5096,54447.2296,EasyPaisa,Paid,Retail Client,Low
1455,2025-04-16,Income,Sales,Service revenue,49483.57,8907.042599999999,58390.6126,Cash,Paid,Customer Payment,Low
1457,2025-09-20,Expense,Transport,Petrol for delivery,11959.34,2152.6812,14112.0212,Cash,Pending,Salaried Staff,Low
1458,2025-09-15,Income,Interest,Bank interest,32875.42,5917.575599999999,38792.9956,Bank Transfer,Paid,Customer Payment,Low
1459,2025-01-28,Income,Interest,Bank interest,2872.24,517.0032,3389.2432,Cash,Paid,Customer Payment,Low
1460,2025-11-04,Expense,Marketing,Leaflet printing,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Metro Karachi,Low
1461,2025-08-23,Income,Refunds,Return payment,4896.46,881.3628,5777.8228,Check,Pending,Customer Payment,Low
1462,2025-07-17,Income,Services,Web development fee,31962.33,5753.2194,37715.5494,Bank Transfer,Paid,Consulting Fee,Low
1463,2025-04-22,Expense,Maintenance,AC repair,19322.81,3478.1058000000003,22800.9158,Cash,Paid,Ali Traders,Low
1464,2025-07-06,Income,Sales,Consulting income,28708.87,5167.5966,33876.4666,Bank Transfer,Paid,Customer Payment,Low
1465,2025-03-09,Expense,Salaries,Monthly payroll,115831.84,20849.7312,136681.5712,Bank Transfer,Paid,Foodpanda,Low
1466,2025-05-05,Expense,Maintenance,AC repair,43839.64,7891.1352,51730.7752,Bank Transfer,Paid,Foodpanda,Low
1467,2025-07-30,Income,Services,Web development fee,19367.39,3486.1302,22853.5202,EasyPaisa,Paid,Consulting Fee,Low
1468,2025-10-18,Expense,Maintenance,AC repair,47614.48,8570.6064,56185.0864,Check,Paid,Metro Karachi,Low
1469,2025-03-07,Income,Interest,Bank interest,36993.23,6658.781400000001,43652.0114,Bank Transfer,Pending,Online Sale,Low
1470,2025-07-24,Expense,Transport,Vehicle maintenance,8325.6,1498.608,9824.208,Bank Transfer,Paid,SSGC,Low
1473,2025-10-22,Expense,Electricity Bill,Power bill,14401.55,2592.279,16993.828999999998,Check,Paid,Zong,Low
1474,2025-03-23,Income,Refunds,Return payment,35616.34,6410.941199999999,42027.2812,Bank Transfer,Paid,Online Sale,Low
1475,2025-09-06,Expense,Stock Purchase,Wholesale purchase,92630.91,16673.5638,109304.4738,Cash,Paid,Shell,Low
1476,2025-03-09,Income,Sales,Service revenue,26546.52,4778.3736,31324.8936,Bank Transfer,Paid,Consulting Fee,Low
1477,2025-05-29,Income,Refunds,Return payment,6465.54,1163.7972,7629.3372,Cash,Paid,Online Sale,Low
1478,2025-07-27,Income,Refunds,Service revenue,10224.24,1840.3632,12064.6032,EasyPaisa,Paid,Consulting Fee,Low
1479,2025-12-06,Income,Sales,Consulting income,31289.68,5632.1424,36921.8224,Bank Transfer,Paid,Customer Payment,Low
1480,2025-04-08,Expense,Transport,Fuel charges,5347.12,962.4816,6309.6016,Bank Transfer,Paid,SSGC,Low
1481,2025-10-01,Expense,Maintenance,AC repair,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Ali Traders,Low
1482,2025-02-06,Expense,Transport,Vehicle maintenance,11937.48,2148.7464,14086.2264,Bank Transfer,Paid,Foodpanda,Low
1483,2025-06-27,Income,Refunds,Return payment,13161.76,2369.1168,15530.8768,EasyPaisa,Paid,Customer Payment,Low
1484,2025-02-10,Income,Refunds,Customer refund,41152.28,7407.4104,48559.6904,Cash,Pending,Retail Client,Low
1485,2025-06-09,Expense,Electricity Bill,Power bill,5367.5,966.15,6333.65,Bank Transfer,Pending,Zong,Low
1486,2025-04-18,Expense,Stock Purchase,Wholesale purchase,51011.16,9182.0088,60193.1688,Check,Pending,Metro Karachi,Low
1487,2025-01-11,Expense,Marketing,Facebook ads,10510.67,1891.9206,12402.5906,Check,Paid,K-Electric,Low
1488,2025-04-15,Income,Refunds,Customer refund,25607.82,4609.4076,30217.2276,Check,Pending,Consulting Fee,Low
1489,2025-09-05,Income,Refunds,Web development fee,30949.12,5570.8416,36519.9616,Bank Transfer,Pending,Retail Client,Low
1490,2025-03-16,Expense,Stock Purchase,Raw materials,55838.02,10050.843599999998,65888.8636,EasyPaisa,Paid,Ali Traders,Low
1491,2025-03-03,Income,Refunds,Profit on savings,40036.66,7206.598800000001,47243.2588,Bank Transfer,Paid,Online Sale,Low
1492,2025-12-14,Income,Interest,Bank interest,3644.41,655.9938,4300.4038,EasyPaisa,Paid,Customer Payment,Low
1493,2025-09-06,Expense,Stock Purchase,Inventory restock,62473.19,11245.1742,73718.3642,Cash,Paid,Daraz,Low
1494,2025-07-16,Income,Refunds,Customer refund,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Pending,Customer Payment,Low
1495,2025-01-27,Expense,Salaries,Monthly payroll,186794.54,33623.0172,220417.5572,Bank Transfer,Paid,Ali Traders,Low
1496,2025-11-21,Expense,Electricity Bill,Power bill,7413.66,1334.4588,8748.1188,Bank Transfer,Paid,Zong,Low
1497,2025-05-02,Income,Services,Web development fee,13483.47,2427.0246,15910.494599999998,Check,Pending,Online Sale,Low
1498,2025-07-07,Income,Sales,Service revenue,31352.41,5643.4338,36995.8438,Bank Transfer,Paid,Customer Payment,Low
1499,2025-09-10,Expense,Transport,Fuel charges,14740.75,2653.335,17394.085,Cash,Pending,Shell,Low
1500,2025-05-25,Expense,Electricity Bill,Power bill,16148.76,2906.7768,19055.5368,Check,Paid,K-Electric,Low
1501,2025-05-25,Expense,Stock Purchase,Raw materials,129246.34,23264.3412,152510.6812,Cash,Paid,Daraz,Low
1502,2025-03-20,Expense,Refunds,Raw materials,123971.01,22314.7818,146285.7918,EasyPaisa,Pending,Metro Karachi,Low
1503,2025-01-03,Income,Interest,Bank interest,40543.68,7297.8624,47841.5424,EasyPaisa,Pending,Customer Payment,Low
1504,2025-04-02,Expense,Electricity Bill,K-Electric Bill,11527.95,2075.031,13602.981,Cash,Paid,SSGC,Low
1505,2025-07-07,Income,Sales,Consulting income,45936.09,8268.4962,54204.5862,Bank Transfer,Pending,Retail Client,Low
1506,2025-11-26,Expense,Stock Purchase,Wholesale purchase,47925.05,8626.509,56551.559,Bank Transfer,Paid,K-Electric,Low
1507,2025-05-16,Expense,Stock Purchase,Inventory restock,26392.88,4750.7184,31143.598400000003,Check,Paid,Imtiaz Mall,Low
1508,2025-05-16,Income,Sales,Consulting income,1763.91,317.5038,2081.4138000000003,Bank Transfer,Paid,Consulting Fee,Low
1510,2025-03-25,Expense,Maintenance,AC repair,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,K-Electric,Low
1511,2025-04-07,Income,Services,Cleaning service charge,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Customer Payment,Low
1512,2025-06-19,Expense,Maintenance,Furniture repair,34812.13,6266.183399999999,41078.3134,Cash,Paid,Daraz,Low
1513,2025-12-20,Income,Services,Web development fee,35972.74,6475.093199999999,42447.8332,Bank Transfer,Pending,Retail Client,Low
1514,2025-08-10,Income,Services,Cleaning service charge,15287.52,2751.7536,18039.2736,Cash,Paid,Consulting Fee,Low
1515,2025-01-18,Expense,Marketing,Facebook ads,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,SSGC,Low
1516,2025-12-29,Expense,Transport,Petrol for delivery,4783.48,861.0263999999999,5644.506399999999,Check,Paid,Daraz,Low
1518,2025-09-18,Expense,Transport,Petrol for delivery,4046.25,728.3249999999999,4774.575,Check,Paid,Zong,Low
1519,2025-11-03,Income,Refunds,Return payment,22107.67,3979.3806,26087.0506,Bank Transfer,Paid,Online Sale,Low
1520,2025-03-08,Income,Refunds,Web development fee,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Online Sale,Low
1521,2025-08-19,Expense,Transport,Petrol for delivery,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Pending,Salaried Staff,Low
1522,2025-11-23,Income,Refunds,Return payment,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Pending,Retail Client,Low
1523,2025-04-13,Expense,Marketing,Billboard rent,31165.77,5609.8386,36775.6086,EasyPaisa,Paid,Metro Karachi,Low
1524,2025-08-08,Expense,Marketing,Leaflet printing,18538.72,3336.9696,21875.6896,Bank Transfer,Paid,Metro Karachi,Low
1526,2025-05-23,Expense,Stock Purchase,Inventory restock,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Daraz,Low
1527,2025-07-15,Expense,Electricity Bill,K-Electric Bill,22835.48,4110.386399999999,26945.8664,Cash,Pending,SSGC,Low
1528,2025-06-01,Income,Services,Web development fee,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Pending,Customer Payment,Low
1529,2025-02-02,Expense,Rent,Shop rent March,74094.84,13337.071199999998,87431.9112,Bank Transfer,Paid,SSGC,High
1530,2025-03-30,Income,Refunds,Customer refund,30631.31,5513.6358,36144.9458,Bank Transfer,Paid,Customer Payment,Low
1531,2025-08-10,Income,Interest,Profit on savings,13879.94,2498.3892,16378.3292,Cash,Paid,Retail Client,Low
1532,2025-12-20,Expense,Electricity Bill,Power bill,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Pending,Zong,Low
1533,2025-11-18,Income,Services,Cleaning service charge,30223.0,5440.139999999999,35663.14,EasyPaisa,Pending,Retail Client,Low
1534,2025-06-09,Income,Sales,Product sale,22280.92,4010.5656,26291.4856,Check,Paid,Retail Client,Low
1535,2025-02-28,Expense,Rent,Warehouse rent,66195.44,11915.1792,78110.6192,Check,Pending,Careem,High
1536,2025-10-20,Expense,Salaries,Part-time wages,133663.05,24059.349,157722.39899999998,EasyPaisa,Paid,Ali Traders,Low
1537,2025-05-24,Income,Interest,Profit on savings,29722.6,5350.067999999999,35072.668,EasyPaisa,Paid,Customer Payment,Low
1538,2025-02-16,Expense,Marketing,Billboard rent,36022.39,6484.030199999999,42506.4202,EasyPaisa,Paid,Careem,Low
1539,2025-08-04,Income,Services,Cleaning service charge,11393.15,2050.767,13443.917,Cash,Pending,Consulting Fee,Low
1540,2025-12-14,Income,Sales,Service revenue,29255.79,5266.0422,34521.832200000004,Check,Pending,Customer Payment,Low
1541,2025-09-26,Income,Sales,Service revenue,3374.87,607.4766,3982.3466,Check,Paid,Retail Client,Low
1542,2025-05-15,Expense,Refunds,Wholesale purchase,40222.1,7239.977999999999,47462.078,Check,Pending,Foodpanda,Low
1543,2025-02-25,Income,Sales,Consulting income,37042.27,6667.6086,43709.8786,Bank Transfer,Paid,Customer Payment,Low
1544,2025-11-26,Expense,Maintenance,AC repair,2301.09,414.1962,2715.2862,Check,Pending,Ali Traders,Low
1545,2025-01-19,Income,Sales,Service revenue,44726.55,8050.779,52777.329000000005,Bank Transfer,Pending,Consulting Fee,Low
1546,2025-06-11,Income,Interest,Bank interest,22391.83,4030.5294,26422.3594,Bank Transfer,Paid,Online Sale,Low
1547,2025-12-15,Expense,Stock Purchase,Inventory restock,32169.84,5790.571199999999,37960.4112,Bank Transfer,Paid,Zong,Low
1548,2025-01-23,Expense,Electricity Bill,K-Electric Bill,11227.27,2020.9086,13248.1786,Cash,Paid,Foodpanda,Low
1549,2025-04-27,Expense,Maintenance,AC repair,49533.53,8916.035399999999,58449.5654,Check,Paid,JazzCash,Low
1550,2025-01-20,Expense,Maintenance,Furniture repair,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Imtiaz Mall,Low
1551,2025-01-12,Income,Interest,Bank interest,24248.41,4364.7138,28613.1238,Cash,Pending,Online Sale,Low
1552,2025-12-28,Income,Services,Cleaning service charge,33263.5,5987.429999999999,39250.93,Bank Transfer,Paid,Online Sale,Low
1553,2025-07-10,Income,Refunds,Customer refund,39956.3,7192.134,47148.434,Bank Transfer,Paid,Consulting Fee,Low
